date,time,connection,upload,dayOfWeek
2019-08-16,00:36:36,0.4368,394.8991,5
2019-08-16,01:06:57,0.4524,415.9279,5
2019-08-16,01:36:49,0.4836,407.5351,5
2019-08-16,02:07:11,0.4524,430.4204,5
2019-08-16,02:36:33,0.4836,391.6543,5
2019-08-16,03:07:33,0.4212,452.4788,5
2019-08-16,03:36:26,0.4524,384.7123,5
2019-08-16,04:06:44,0.4368,402.6679,5
2019-08-16,04:36:36,0.468,395.4763,5
2019-08-16,05:06:45,0.4368,404.6023,5
2019-08-16,05:36:36,0.7176,393.0739,5
2019-08-16,06:06:43,0.4368,402.6055,5
2019-08-16,06:36:28,0.4524,386.7871,5
2019-08-16,07:07:19,0.4524,437.6276,5
2019-08-16,07:36:41,0.4368,400.4371,5
2019-08-16,08:07:40,0.4212,458.9528,5
2019-08-16,08:38:16,0.6864,494.5365,5
2019-08-16,09:08:54,0.468,532.8813,5
2019-08-16,09:38:34,0.468,512.8041,5
2019-08-16,10:09:20,0.4836,559.183,5
2019-08-16,10:37:13,6.4584,425.7247,5
2019-08-16,11:07:41,0.4524,459.7328,5
2019-08-16,11:39:10,0.4212,549.3706,5
2019-08-16,12:07:04,0.4524,423.0259,5
2019-08-16,12:37:51,0.468,469.982,5
2019-08-16,13:07:59,0.4836,478.3748,5
2019-08-16,13:37:40,0.468,458.672,5
2019-08-16,14:08:36,0.5772,514.7073,5
2019-08-16,14:37:23,0.5772,441.4964,5
2019-08-16,15:09:02,0.468,541.0558,5
2019-08-16,15:39:54,0.4836,593.3314,5
2019-08-16,16:08:48,0.4368,527.5929,5
2019-08-16,16:39:11,0.4836,550.1974,5
2019-08-16,17:09:09,0.468,548.5438,5
2019-08-16,17:37:22,0.4524,440.7476,5
2019-08-16,18:07:04,3.276,419.9371,5
2019-08-16,18:36:50,0.468,408.9547,5
2019-08-16,19:06:51,0.4524,410.6083,5
2019-08-16,19:36:27,0.468,385.8355,5
2019-08-16,20:06:54,0.4836,412.6675,5
2019-08-16,20:36:25,0.4524,384.3379,5
2019-08-16,21:06:49,0.4368,407.6599,5
2019-08-16,21:36:33,0.4524,392.4811,5
2019-08-16,22:08:42,4.446,517.2813,5
2019-08-16,22:37:49,0.4524,468.2816,5
2019-08-16,23:07:41,0.4368,459.842,5
2019-08-16,23:37:06,0.468,424.7575,5
2019-08-17,00:06:57,0.4524,415.6939,6
2019-08-17,00:36:28,0.4368,386.7091,6
2019-08-17,01:06:32,0.4836,391.0303,6
2019-08-17,01:36:28,0.4524,387.0991,6
2019-08-17,02:07:00,1.4508,418.1431,6
2019-08-17,02:36:17,0.4524,376.1167,6
2019-08-17,03:06:53,0.4368,411.8407,6
2019-08-17,03:36:27,0.4368,386.2411,6
2019-08-17,04:06:52,0.4524,410.7955,6
2019-08-17,04:36:24,0.4212,383.3083,6
2019-08-17,05:06:50,0.6552,407.1451,6
2019-08-17,05:37:46,0.468,465.2552,6
2019-08-17,06:06:51,0.4524,410.5459,6
2019-08-17,06:36:30,0.468,388.9087,6
2019-08-17,07:06:22,0.4524,380.8747,6
2019-08-17,07:36:54,0.468,413.4475,6
2019-08-17,08:06:49,0.468,407.9719,6
2019-08-17,08:36:37,0.4524,396.4279,6
2019-08-17,09:07:53,3.4476,468.9836,6
2019-08-17,09:37:29,0.4368,448.2356,6
2019-08-17,10:07:05,0.4524,424.3675,6
2019-08-17,10:36:45,0.468,404.2747,6
2019-08-17,11:06:55,0.4368,413.9467,6
2019-08-17,11:36:51,0.4524,410.3743,6
2019-08-17,12:07:08,0.4524,427.5812,6
2019-08-17,12:36:36,0.6552,394.5871,6
2019-08-17,13:07:13,0.4524,432.2612,6
2019-08-17,13:36:56,0.4836,414.6331,6
2019-08-17,14:07:35,0.4992,454.304,6
2019-08-17,14:36:26,0.4524,385.4143,6
2019-08-17,15:06:48,0.4524,406.9267,6
2019-08-17,15:36:23,0.468,381.7327,6
2019-08-17,16:06:45,0.4524,404.0719,6
2019-08-17,16:36:57,0.5148,416.3335,6
2019-08-17,17:07:00,0.4524,418.6267,6
2019-08-17,17:37:13,0.468,431.9648,6
2019-08-17,18:07:35,0.468,454.3196,6
2019-08-17,18:37:25,0.4992,444.242,6
2019-08-17,19:07:03,0.468,422.3863,6
2019-08-17,19:36:37,0.4524,396.2251,6
2019-08-17,20:07:48,0.468,467.1428,6
2019-08-17,20:36:38,0.4368,397.2235,6
2019-08-17,21:07:03,0.4524,421.8559,6
2019-08-17,21:37:26,0.468,445.3652,6
2019-08-17,22:06:50,0.468,409.2511,6
2019-08-17,22:36:27,0.4368,386.4907,6
2019-08-17,23:06:54,0.468,413.4163,6
2019-08-17,23:36:45,0.4368,404.0095,6
2019-08-18,00:06:53,0.4524,412.0279,7
2019-08-18,00:36:34,0.4368,393.0271,7
2019-08-18,01:07:39,0.4368,458.0542,7
2019-08-18,01:36:28,0.468,387.1927,7
2019-08-18,02:07:05,0.4524,424.5235,7
2019-08-18,02:36:33,0.4836,392.1379,7
2019-08-18,03:06:46,0.4368,404.7583,7
2019-08-18,03:36:24,0.4836,383.4331,7
2019-08-18,04:06:36,0.4212,395.4763,7
2019-08-18,04:36:24,0.5616,382.6843,7
2019-08-18,05:06:42,0.7956,399.1423,7
2019-08-18,05:36:23,0.4368,382.0291,7
2019-08-18,06:06:40,0.4524,398.8303,7
2019-08-18,06:36:31,0.4524,389.6575,7
2019-08-18,07:07:47,0.4368,466.5032,7
2019-08-18,07:36:26,0.4836,384.6187,7
2019-08-18,08:06:52,0.4524,410.8111,7
2019-08-18,08:37:22,1.4508,439.9832,7
2019-08-18,09:07:28,0.4524,447.0344,7
2019-08-18,09:37:01,0.4524,420.4519,7
2019-08-18,10:07:04,1.4508,422.0275,7
2019-08-18,10:37:37,1.4508,454.7252,7
2019-08-18,11:06:51,0.4212,410.0155,7
2019-08-18,11:36:27,0.4524,386.2099,7
2019-08-18,12:06:49,0.4524,408.1279,7
2019-08-18,12:36:31,0.4992,390.0163,7
2019-08-18,13:07:26,1.4508,444.5696,7
2019-08-18,13:36:51,0.468,409.8595,7
2019-08-18,14:08:07,0.4524,485.8785,7
2019-08-18,14:36:32,0.4524,390.7027,7
2019-08-18,15:06:53,0.4524,411.8251,7
2019-08-18,15:36:28,0.5148,386.7091,7
2019-08-18,16:06:53,0.468,411.9187,7
2019-08-18,16:36:14,0.4368,372.9967,7
2019-08-18,17:07:04,0.4524,423.4471,7
2019-08-18,17:36:32,0.4524,391.0303,7
2019-08-18,18:06:53,0.5148,411.7159,7
2019-08-18,18:36:48,0.4524,407.4883,7
2019-08-18,19:06:28,0.4368,387.0835,7
2019-08-18,19:36:41,0.4524,399.8287,7
2019-08-18,20:06:50,0.4212,408.7519,7
2019-08-18,20:36:43,0.4368,402.2155,7
2019-08-18,21:07:28,0.468,447.5492,7
2019-08-18,21:37:39,0.468,458.0948,7
2019-08-18,22:07:46,0.468,465.458,7
2019-08-18,22:38:48,0.468,527.1093,7
2019-08-18,23:09:20,1.4664,557.5918,7
2019-08-18,23:38:35,0.4836,514.0521,7
2019-08-19,00:07:04,0.468,423.5251,1
2019-08-19,00:36:40,0.4524,398.8615,1
2019-08-19,01:06:42,0.4212,400.8427,1
2019-08-19,01:36:33,0.4524,392.1067,1
2019-08-19,02:06:38,0.4212,397.0519,1
2019-08-19,02:36:30,3.4788,385.6951,1
2019-08-19,03:06:40,0.4836,399.0331,1
2019-08-19,03:36:29,0.5148,387.5983,1
2019-08-19,04:06:57,0.4368,416.0215,1
2019-08-19,04:36:23,0.4524,382.2787,1
2019-08-19,05:06:50,0.4368,408.7675,1
2019-08-19,05:36:28,0.78,384.9463,1
2019-08-19,06:06:40,0.4368,398.9239,1
2019-08-19,06:36:33,0.4368,392.1691,1
2019-08-19,07:07:08,0.4524,427.4876,1
2019-08-19,07:36:44,0.5148,403.4479,1
2019-08-19,08:07:42,0.5304,460.9808,1
2019-08-19,08:38:16,0.468,494.6301,1
2019-08-19,09:09:46,0.7488,584.7514,1
2019-08-19,09:38:03,0.468,482.2436,1
2019-08-19,10:08:25,1.4664,502.6485,1
2019-08-19,10:37:43,0.4836,462.3068,1
2019-08-19,11:09:19,0.468,557.6386,1
2019-08-19,11:41:46,0.6084,704.856,1
2019-08-19,12:10:22,0.5148,620.5691,1
2019-08-19,12:37:19,0.546,437.5184,1
2019-08-19,13:08:18,1.4976,496.1433,1
2019-08-19,13:38:51,1.4664,529.5585,1
2019-08-19,14:10:31,0.4992,630.4127,1
2019-08-19,14:37:22,0.5148,441.1064,1
2019-08-19,15:09:56,0.4524,594.7354,1
2019-08-19,15:37:25,0.4836,443.7428,1
2019-08-19,16:08:47,3.4788,522.9441,1
2019-08-19,16:39:02,0.4992,540.8061,1
2019-08-19,17:08:45,0.4992,524.3949,1
2019-08-19,17:38:04,1.0608,482.1344,1
2019-08-19,18:08:29,0.4524,508.3269,1
2019-08-19,18:36:58,0.468,416.7859,1
2019-08-19,19:07:01,0.6864,419.8591,1
2019-08-19,19:36:32,0.5928,391.0459,1
2019-08-19,20:06:55,0.624,413.5567,1
2019-08-19,20:36:42,0.6864,401.2483,1
2019-08-19,21:07:28,0.6708,447.2996,1
2019-08-19,21:36:49,1.1544,407.7691,1
2019-08-19,22:06:58,0.5616,416.8327,1
2019-08-19,22:36:39,0.5616,397.8163,1
2019-08-19,23:06:44,0.6084,402.6367,1
2019-08-19,23:36:06,0.8892,364.557,1
2019-08-20,00:06:50,1.1076,408.4711,2
2019-08-20,00:36:27,0.6708,386.2411,2
2019-08-20,01:06:29,0.7332,387.4267,2
2019-08-20,01:36:34,0.7176,392.5279,2
2019-08-20,02:06:40,0.6396,398.4091,2
2019-08-20,02:36:23,1.248,381.3427,2
2019-08-20,03:06:36,0.858,395.1175,2
2019-08-20,03:36:30,0.6396,389.3143,2
2019-08-20,04:07:21,0.9828,439.406,2
2019-08-20,04:36:26,1.0608,382.4503,2
2019-08-20,05:07:22,4.1808,437.3312,2
2019-08-20,05:36:28,0.702,387.1615,2
2019-08-20,06:06:46,0.5304,405.1483,2
2019-08-20,06:36:34,0.7956,393.0427,2
2019-08-20,07:06:52,0.6396,411.4039,2
2019-08-20,07:36:36,1.6692,394.0255,2
2019-08-20,08:08:02,0.6084,480.9644,2
2019-08-20,08:38:15,0.4992,494.3649,2
2019-08-20,09:09:38,0.546,576.811,2
2019-08-20,09:38:24,0.468,502.9137,2
2019-08-20,10:08:40,0.5148,519.4653,2
2019-08-20,10:37:42,1.3884,459.9824,2
2019-08-20,11:10:12,12.558,599.3375,2
2019-08-20,11:38:23,0.468,501.9777,2
2019-08-20,12:08:56,0.5616,534.9873,2
2019-08-20,12:37:57,0.4992,476.2532,2
2019-08-20,13:07:36,0.4524,455.0996,2
2019-08-20,13:38:04,0.4992,483.2732,2
2019-08-20,14:09:56,0.4368,594.985,2
2019-08-20,14:39:16,23.0412,532.7097,2
2019-08-20,15:08:27,0.468,505.8777,2
2019-08-20,15:37:30,0.4836,448.8752,2
2019-08-20,16:07:55,0.4836,474.3344,2
2019-08-20,16:37:47,1.4976,464.7716,2
2019-08-20,17:09:01,0.4836,540.0573,2
2019-08-20,17:37:14,0.4524,433.4468,2
2019-08-20,18:07:35,0.4368,454.46,2
2019-08-20,18:36:47,0.4368,405.7411,2
2019-08-20,19:07:01,2.9172,417.2383,2
2019-08-20,19:36:35,0.468,393.8695,2
2019-08-20,20:07:14,0.5148,433.6028,2
2019-08-20,20:36:29,0.468,387.7855,2
2019-08-20,21:07:34,10.452,442.6664,2
2019-08-20,21:36:30,0.4836,388.9087,2
2019-08-20,22:07:02,0.4992,421.2787,2
2019-08-20,22:37:08,0.4524,427.5344,2
2019-08-20,23:07:24,0.468,443.1188,2
2019-08-20,23:36:49,0.4524,407.9251,2
2019-08-21,00:06:53,0.468,412.3555,3
2019-08-21,00:36:22,0.468,380.7655,3
2019-08-21,01:06:34,0.4836,392.9023,3
2019-08-21,01:36:46,0.4524,405.4447,3
2019-08-21,02:06:39,0.4368,398.5027,3
2019-08-21,02:36:31,0.4524,390.1255,3
2019-08-21,03:06:40,5.4912,394.1347,3
2019-08-21,03:36:46,0.4524,404.8675,3
2019-08-21,04:06:46,0.4212,404.7427,3
2019-08-21,04:36:33,0.4368,391.8727,3
2019-08-21,05:06:41,0.4212,400.0627,3
2019-08-21,05:36:18,0.7644,374.5099,3
2019-08-21,06:06:50,0.468,409.5943,3
2019-08-21,06:36:41,0.4836,399.6415,3
2019-08-21,07:06:47,0.4524,406.6771,3
2019-08-21,07:36:46,0.4212,405.5539,3
2019-08-24,08:37:08,0.546,425.7871,6
2019-08-24,09:07:06,0.4524,424.8043,6
2019-08-24,09:37:23,0.468,441.8084,6
2019-08-24,10:06:56,0.4368,414.9763,6
2019-08-24,10:36:28,0.4524,386.4907,6
2019-08-24,11:07:01,0.4524,420.0307,6
2019-08-24,11:36:51,0.468,410.2183,6
2019-08-24,12:06:40,0.5148,399.2671,6
2019-08-24,12:36:24,0.6708,382.6063,6
2019-08-24,13:08:04,0.468,483.2732,6
2019-08-24,13:36:36,0.4992,395.1955,6
2019-08-24,14:07:02,0.4836,420.4987,6
2019-08-24,14:36:42,0.468,400.7023,6
2019-08-24,15:06:40,0.468,399.4543,6
2019-08-24,15:36:23,0.4524,381.4051,6
2019-08-24,16:07:05,0.4836,424.3987,6
2019-08-24,16:36:50,0.4836,409.0015,6
2019-08-24,17:07:00,0.4992,418.6891,6
2019-08-24,17:36:35,0.4836,394.2595,6
2019-08-24,18:07:13,0.468,431.5904,6
2019-08-24,18:36:45,0.468,404.4307,6
2019-08-24,19:06:47,0.4836,406.5523,6
2019-08-24,19:36:44,0.4836,402.7459,6
2019-08-24,20:08:47,0.4836,526.2201,6
2019-08-24,20:36:58,0.4524,417.4411,6
2019-08-24,21:06:54,0.468,413.0263,6
2019-08-24,21:37:07,0.4524,426.1459,6
2019-08-24,22:08:05,3.4788,481.1516,6
2019-08-24,22:38:07,1.4664,484.7397,6
2019-08-24,23:08:13,0.4836,491.7129,6
2019-08-24,23:37:16,0.5304,434.6792,6
2019-08-25,00:07:30,0.5304,448.5476,7
2019-08-25,00:36:50,0.4836,408.9703,7
2019-08-25,01:07:17,0.4524,435.8492,7
2019-08-25,01:38:24,0.4836,503.2725,7
2019-08-25,02:06:46,0.4524,405.3199,7
2019-08-25,02:36:14,0.4992,372.9343,7
2019-08-25,03:06:42,0.4524,401.2639,7
2019-08-25,03:36:21,0.4524,379.9699,7
2019-08-25,04:07:04,0.468,423.4003,7
2019-08-25,04:36:27,0.5772,385.5079,7
2019-08-25,05:06:49,0.4524,407.6599,7
2019-08-25,05:36:12,0.858,368.1138,7
2019-08-25,06:06:40,0.4212,399.0643,7
2019-08-25,06:36:20,0.4524,378.6439,7
2019-08-25,07:06:56,0.4524,414.6955,7
2019-08-25,07:36:35,0.4524,394.1035,7
2019-08-25,08:06:46,0.5304,405.3355,7
2019-08-25,08:36:30,0.4836,388.6279,7
2019-08-25,09:06:43,0.468,401.8255,7
2019-08-25,09:37:05,0.468,424.1179,7
2019-08-25,10:06:48,0.468,406.7551,7
2019-08-25,10:37:11,3.4632,427.1132,7
2019-08-25,11:07:32,1.4352,450.2792,7
2019-08-25,11:36:45,0.468,404.1187,7
2019-08-25,12:07:11,0.468,430.4516,7
2019-08-25,12:36:49,0.4836,408.1123,7
2019-08-25,13:06:26,0.4524,385.1647,7
2019-08-25,13:36:28,0.5304,386.6623,7
2019-08-25,14:06:55,0.468,413.8999,7
2019-08-25,14:36:35,0.468,393.6667,7
2019-08-25,15:07:04,0.4524,422.7139,7
2019-08-25,15:36:27,0.4524,386.1007,7
2019-08-25,16:06:38,0.468,397.2391,7
2019-08-25,16:36:12,0.4992,371.0311,7
2019-08-25,17:06:53,0.4524,412.1995,7
2019-08-25,17:36:23,0.5148,382.1851,7
2019-08-25,18:07:12,0.4524,430.7012,7
2019-08-25,18:36:44,0.4524,402.6679,7
2019-08-25,19:07:34,0.4992,453.6176,7
2019-08-25,19:37:07,0.4836,426.2863,7
2019-08-25,20:06:55,0.468,413.8687,7
2019-08-25,20:36:37,0.4368,395.9287,7
2019-08-25,21:08:56,0.468,535.2057,7
2019-08-25,21:38:27,0.4836,505.9401,7
2019-08-25,22:07:01,0.468,420.0463,7
2019-08-25,22:37:44,0.4524,463.1024,7
2019-08-25,23:09:27,1.4664,564.8146,7
2019-08-25,23:37:41,0.4524,460.154,7
2019-08-26,00:07:10,0.4524,429.5156,1
2019-08-26,00:36:22,0.468,380.9527,1
2019-08-26,01:07:09,3.6036,418.7671,1
2019-08-26,01:36:40,0.4524,399.2515,1
2019-08-26,02:06:40,0.468,398.7211,1
2019-08-26,02:36:18,0.4524,376.7251,1
2019-08-26,03:07:25,0.4368,444.32,1
2019-08-26,03:36:08,0.468,366.9594,1
2019-08-26,04:06:36,0.4368,395.0239,1
2019-08-26,04:36:29,0.9048,384.9463,1
2019-08-26,05:07:50,1.4352,468.0164,1
2019-08-26,05:36:25,0.4992,384.2755,1
2019-08-26,06:16:59,0.4368,1017.9174,1
2019-08-26,06:36:37,0.4836,396.1315,1
2019-08-26,07:06:42,0.4524,401.0923,1
2019-08-26,07:36:44,0.468,402.8707,1
2019-08-26,08:07:43,0.4836,461.6984,1
2019-08-26,08:38:28,0.4836,507.1413,1
2019-08-26,09:09:18,0.702,557.2174,1
2019-08-26,09:39:19,0.4992,557.9038,1
2019-08-26,10:08:42,0.4524,520.6665,1
2019-08-26,10:37:18,0.468,437.0036,1
2019-08-26,11:08:42,3.4476,517.6557,1
2019-08-26,11:37:49,10.3896,458.36,1
2019-08-26,12:07:25,0.4836,444.2576,1
2019-08-26,12:38:21,0.4836,499.5441,1
2019-08-26,13:07:56,0.468,474.8804,1
2019-08-26,13:37:28,0.4836,446.972,1
2019-08-26,14:10:40,0.4524,639.4139,1
2019-08-26,14:38:50,0.468,528.9813,1
2019-08-26,15:08:29,0.4368,507.7341,1
2019-08-26,15:40:51,0.5616,649.6163,1
2019-08-26,16:09:07,0.4836,546.391,1
2019-08-26,16:38:20,0.4992,498.7329,1
2019-08-26,17:08:55,0.4992,534.3945,1
2019-08-26,17:39:44,0.4836,582.661,1
2019-08-26,18:07:23,0.4992,442.3232,1
2019-08-26,18:37:53,3.4476,469.5452,1
2019-08-26,19:07:03,0.4524,421.6063,1
2019-08-26,19:36:50,0.4836,408.6583,1
2019-08-26,20:06:50,0.4524,409.2823,1
2019-08-26,20:36:42,0.5304,400.8427,1
2019-08-26,21:08:12,0.468,490.6521,1
2019-08-26,21:37:07,0.4836,425.6467,1
2019-08-26,22:06:46,0.468,404.7115,1
2019-08-26,22:36:55,0.5772,414.2275,1
2019-08-26,23:06:52,0.468,410.8111,1
2019-08-26,23:37:09,0.4836,427.9868,1
2019-08-27,00:06:54,0.468,413.3227,2
2019-08-27,00:36:35,0.4836,392.9023,2
2019-08-27,01:06:54,0.4524,413.2759,2
2019-08-27,01:36:30,0.702,388.8775,2
2019-08-27,02:06:50,3.432,405.6475,2
2019-08-27,02:36:25,0.468,383.8387,2
2019-08-27,03:06:27,0.5148,386.2879,2
2019-08-27,03:36:31,0.4992,389.5483,2
2019-08-27,04:06:37,0.4524,395.6167,2
2019-08-27,04:36:23,0.4836,382.0603,2
2019-08-27,05:06:51,0.4992,409.7503,2
2019-08-27,05:36:23,0.78,379.3615,2
2019-08-27,06:06:31,0.4368,390.4999,2
2019-08-27,06:36:30,0.4836,389.3767,2
2019-08-27,07:06:48,0.468,407.1607,2
2019-08-27,07:36:43,0.4524,402.4651,2
2019-08-27,08:07:26,0.5304,444.5696,2
2019-08-27,08:38:25,0.5148,504.1499,2
2019-08-27,09:09:57,0.546,595.1878,2
2019-08-27,09:39:04,3.276,540.0885,2
2019-08-27,10:37:30,0.468,449.2184,2
2019-08-27,11:08:49,0.468,527.5149,2
2019-08-27,11:37:21,0.468,439.8272,2
2019-08-27,12:07:37,0.4836,456.5504,2
2019-08-27,12:37:27,0.624,445.802,2
2019-08-27,13:08:29,0.468,507.9057,2
2019-08-27,13:38:50,0.468,528.7941,2
2019-08-27,14:38:12,0.7644,490.6521,2
2019-08-27,15:09:16,0.4524,555.1426,2
2019-08-27,15:36:56,0.7488,414.6331,2
2019-08-27,16:07:28,0.468,447.5024,2
2019-08-27,16:41:35,0.4836,694.3104,2
2019-08-27,17:09:20,0.4836,558.6994,2
2019-08-30,18:07:27,0.5928,445.1156,5
2019-08-30,18:36:50,0.4836,408.9859,5
2019-08-30,19:07:16,0.468,434.8352,5
2019-08-30,19:36:28,0.4524,387.2551,5
2019-08-30,20:06:37,0.4836,396.3811,5
2019-08-30,20:36:43,0.468,401.7943,5
2019-08-30,21:08:01,3.4788,476.7056,5
2019-08-30,21:37:15,0.5304,433.7276,5
2019-08-30,22:07:57,0.4836,476.4716,5
2019-08-30,22:36:46,0.468,404.6647,5
2019-08-30,23:07:09,0.4992,428.3456,5
2019-08-30,23:38:04,0.5304,482.8988,5
2019-08-31,00:08:09,0.468,487.5165,6
2019-08-31,00:36:40,0.468,398.6587,6
2019-08-31,01:06:59,0.5928,417.9091,6
2019-08-31,01:36:48,0.468,406.5523,6
2019-08-31,02:06:42,0.4368,401.1391,6
2019-08-31,02:36:21,0.4836,380.2819,6
2019-08-31,03:06:32,0.4212,390.8743,6
2019-08-31,03:36:38,0.5772,397.0207,6
2019-08-31,04:06:39,0.4524,397.4887,6
2019-08-31,04:36:36,0.8892,390.8119,6
2019-08-31,05:06:39,0.4368,397.5511,6
2019-08-31,05:36:29,0.4524,387.6919,6
2019-08-31,06:06:40,0.4368,398.9707,6
